x,y
0.0, 1.0
1.0, 0.0
2.0, 1.0
2.0, 2.0
0.0, 2.0
0.1000000000588075, 0.8999999999411924
0.2000000002791728, 0.7999999997208272
0.3000000006196134, 0.6999999993803866
0.4000000009215648, 0.5999999990784353
0.5000000011194327, 0.4999999988805673
0.6000000007654419, 0.3999999992345581
0.7000000004190404, 0.2999999995809595
0.8000000001160071, 0.1999999998839929
0.8999999999625937, 0.1000000000374062
1.100000000081576, 0.1000000000815757
1.200000000127385, 0.2000000001273845
1.300000000288932, 0.3000000002889317
1.400000000448853, 0.4000000004488526
1.500000000832119, 0.5000000008321192
1.600000000404403, 0.6000000004044025
1.699999999705635, 0.6999999997056354
1.799999999336466, 0.7999999993364659
1.899999999374956, 0.8999999993749564
2.0, 1.124999999138059
2.0, 1.24999999838454
2.0, 1.374999998346593
2.0, 1.499999998200225
2.0, 1.624999998487539
2.0, 1.749999999121797
2.0, 1.874999999929527
1.866666666598001, 2.0
1.733333333196001, 2.0
1.599999999377668, 2.0
1.466666665524641, 2.0
1.33333333176124, 2.0
1.199999997861954, 2.0
1.066666664549582, 2.0
0.9333333309748325, 2.0
0.7999999981872141, 2.0
0.6666666650945734, 2.0
0.5333333320684308, 2.0
0.3999999990567438, 2.0
0.2666666661260112, 2.0
0.1333333333427301, 2.0
0.0, 1.874999999929527
0.0, 1.749999999121797
0.0, 1.624999998487539
0.0, 1.499999998200225
0.0, 1.374999998346593
0.0, 1.24999999838454
0.0, 1.124999999138059
