sol
1.00000000e+01
9.26641349e+00
8.59862854e+00
7.87731628e+00
7.17571822e+00
6.55419167e+00
5.97176145e+00
5.33870471e+00
4.68815082e+00
4.04287117e+00
3.41877449e+00
2.83798060e+00
2.19755670e+00
1.51581169e+00
8.58347467e-01
0.00000000e+00
1.00000000e+01
9.26641349e+00
8.59862854e+00
7.87731628e+00
7.17571822e+00
6.55419167e+00
5.97176145e+00
5.33870471e+00
4.68815082e+00
4.04287117e+00
3.41877449e+00
2.83798060e+00
2.19755670e+00
1.51581169e+00
8.58347467e-01
0.00000000e+00
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
1.00000000e+01
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
0.00000000e+00
8.76649550e+00
6.25731834e+00
7.54101233e+00
3.03281514e+00
1.15591289e+00
7.41698403e+00
7.60847054e+00
8.78157070e+00
2.31401752e+00
1.32945409e+00
8.25325393e+00
8.97046574e+00
9.52946045e+00
9.06545896e+00
5.77697608e+00
7.04925379e+00
7.69495451e+00
8.63675521e+00
2.44009272e+00
8.34511832e+00
1.79615906e+00
2.42496458e+00
3.61056535e+00
5.08093404e-01
6.19078673e-01
8.61769083e-01
1.83216400e+00
8.56770096e+00
8.26885318e+00
8.73870089e+00
6.80699743e+00
9.46756386e+00
9.39358458e+00
9.05472024e+00
8.17847604e+00
3.85138289e+00
1.34150058e+00
1.28304816e+00
1.84164191e+00
1.11514337e+00
5.20517227e-01
9.85158434e-01
9.57265636e+00
9.38879583e+00
5.69471041e+00
6.81158059e+00
8.16544715e+00
8.80957850e+00
8.99375135e+00
9.32461412e+00
1.26888934e+00
2.29744290e+00
2.46283330e+00
8.96018264e+00
8.29057797e+00
1.08281503e+00
2.57848178e+00
3.69250360e+00
4.01524933e-01
6.32428470e-01
1.19621376e+00
1.75057333e+00
8.94344173e+00
9.29533771e+00
8.13100661e+00
8.90875910e+00
9.31565879e+00
6.94613118e+00
5.47103356e+00
9.57663018e+00
9.35538275e+00
8.84404292e+00
7.85043136e+00
4.56836108e+00
3.05243400e+00
6.00679384e-01
6.25553316e-01
1.73432971e+00
2.08996242e+00
4.43766514e-01
4.67423168e+00
7.48619507e+00
6.34188106e+00
8.30570138e+00
8.65651615e+00
9.35240846e+00
9.15301501e+00
9.17999451e+00
9.52179226e+00
8.75664510e+00
6.13072101e-01
1.54799692e+00
1.35748200e+00
1.43662507e+00
1.01753969e+00
9.51254724e+00
9.29555834e+00
9.31807380e+00
5.94903359e-01
7.02116137e-01
1.68747322e+00
6.13197361e-01
3.07851912e+00
1.66412128e+00
2.17443084e+00
1.31829108e+00
9.49882718e+00
8.79922942e+00
8.90821825e+00
9.49138526e+00
9.26050516e+00
6.88928942e+00
6.33750180e+00
8.14955464e+00
7.56475079e+00
8.37828557e+00
8.26969558e+00
4.42889749e+00
3.81035325e+00
5.04102988e+00
3.13941925e+00
2.56983886e+00
9.95999054e-01
1.03557872e+00
1.83431708e+00
1.57148230e+00
2.33894423e+00
4.99144759e+00
5.16581131e+00
4.18634288e+00
6.44360650e+00
6.27378949e+00
7.75647114e+00
9.57205228e+00
9.35787393e+00
9.50074331e+00
8.76947729e+00
9.35687506e+00
9.29905690e+00
8.06063117e-01
6.52164265e-01
6.72623172e-01
4.77134543e-01
8.36158237e+00
8.66743068e+00
7.97898645e+00
8.72186781e+00
1.29282153e+00
3.04597181e+00
3.11970891e+00
1.30056053e+00
1.15659984e+00
2.11313694e+00
8.71888539e+00
9.33695589e+00
9.21764330e+00
9.51059229e+00
8.89512285e+00
8.27639212e+00
6.41734842e+00
7.43958749e+00
7.02243124e+00
3.62684600e+00
4.19506339e+00
4.79684199e+00
4.83419770e+00
5.67710838e+00
4.19972252e-01
1.03125698e+00
5.62826117e-01
6.82537937e-01
4.37813381e+00
4.60287999e+00
5.80005586e+00
8.73463227e+00
8.57689711e+00
7.97646125e-01
1.12557783e+00
1.12328472e+00
6.80335300e-01
8.63007394e+00
8.74276360e+00
6.85951991e-01
1.15659146e+00
2.56136724e+00
8.60477806e+00
8.19536080e+00
8.57522975e+00
9.43650832e+00
8.56368504e+00
8.67895907e+00
5.90257878e+00
5.12389664e-01
6.70642272e-01
1.26683136e+00
4.10660783e+00
5.36430222e+00
5.20872115e+00
7.21607751e+00
1.42587910e+00
1.92915181e+00
4.78175491e-01
4.89229670e-01
1.19362164e+00
1.67567768e+00
5.02631286e-01
1.23547587e+00
1.76007195e+00
4.00711530e+00
5.84020750e+00
6.38881428e+00
5.26461200e+00
5.93158388e+00
5.65211621e+00
5.50813426e+00
4.86000932e+00
4.77994215e+00
7.95958549e+00
3.56084512e+00
3.86608312e+00
4.19696657e+00
4.37779682e+00
9.41470368e+00
6.27099924e-01
8.59226350e+00
7.92451728e+00
8.15209085e+00
8.93813894e+00
