x,y
0.0, 0.0
4.0, 0.0
4.0, 2.0
0.0, 2.0
0.307692307955767, 0.0
0.6153846160050351, 0.0
0.9230769240743191, 0.0
1.230769232690708, 0.0
1.538461541176993, 0.0
1.846153849513157, 0.0
2.153846156961943, 0.0
2.461538463449961, 0.0
2.769230768957192, 0.0
3.076923075965624, 0.0
3.384615383567866, 0.0
3.692307691450333, 0.0
4.0, 0.2857142850699596
4.0, 0.57142856987971
4.0, 0.8571428550023311
4.0, 1.142857140812647
4.0, 1.428571427282776
4.0, 1.714285714112242
3.692307692235968, 2.0
3.384615384205055, 2.0
3.076923075220044, 2.0
2.769230766221689, 2.0
2.461538457390136, 2.0
2.153846149672808, 2.0
1.846153841546819, 2.0
1.538461534970406, 2.0
1.230769227836879, 2.0
0.9230769209118538, 2.0
0.6153846137766594, 2.0
0.307692307357039, 2.0
0.0, 1.714285714112242
0.0, 1.428571427282776
0.0, 1.142857140812647
0.0, 0.8571428550023311
0.0, 0.57142856987971
0.0, 0.2857142850699596
3.725940663013569, 0.9772675718644818
0.285167092204119, 0.9732408017337097
2.614669674954395, 0.2553099045652801
1.688722996355965, 1.733128351144064
1.383682971196305, 0.2614520592488667
2.611136758699954, 1.732660674530494
1.998895474738565, 0.2613190733597658
1.07599812631915, 1.734260048533577
3.242443144242231, 0.240382825261736
0.7700561158956052, 0.2587119253746988
3.223018944288754, 1.732520547808553
0.4771774919391168, 1.744701259217099
3.778030011635472, 1.564220562624048
0.2736028879969694, 0.4480720405087825
3.744372972091812, 0.4579655992489847
0.7718526272221099, 1.738491075300513
0.9229721620076852, 1.472793099640877
1.227167265473371, 1.469150746692196
1.074259989243666, 1.206506336417852
1.378610562961561, 1.204848867715614
1.224868071019159, 0.9419595038919117
1.530154040898972, 0.9399169948293765
0.9206491098080201, 0.9434979824235028
1.68400986156396, 1.203946009557517
1.836203768342737, 0.9382135319809162
1.990659087954717, 1.202634328114124
2.143049914366461, 0.9366547544028895
2.297686646651019, 1.201884034634987
2.450445122325953, 0.9356713413735402
2.604954560101661, 1.200337424702184
2.757235174636387, 0.9349950786317993
2.911070327016459, 1.198230648380623
3.061604393128743, 0.9335432144986316
3.214364717352328, 1.196061986717409
1.070711446224286, 0.68001596684951
1.681562728612652, 0.6737191841531744
2.145727071381115, 1.467208778824705
2.909349212728907, 0.6708927406975642
2.295346408503744, 0.6700561342783222
0.7674823541446357, 0.6814962167340921
3.227185302920657, 0.6843551151857783
0.614216761757336, 0.9522150721286196
0.4615568207710959, 0.7072395051168151
0.4729662017222944, 1.22268424607648
3.066761010383651, 1.463568202561277
3.354832257554957, 1.458322052970001
3.50318784564986, 1.210928833389572
3.382165349331877, 0.9464038791359906
3.579481436965071, 0.7119358763218275
2.918010125087589, 1.7320824044817
1.382198004840559, 1.733997923517865
1.07566529197628, 0.2555353338760603
2.925005328519345, 0.2449381513219995
2.605108740345066, 0.6810273288064392
0.7702435975062994, 1.213201814084706
2.453362327222275, 1.466273286709417
1.690706122810919, 0.2587370673249241
2.306563117933633, 0.2605615094890331
2.760882518085265, 1.465525440227616
1.988452671202207, 0.6715697366698957
1.37576125885853, 0.6767611167233503
1.533124443373508, 1.468576972631899
2.303600879480702, 1.733211376684353
1.839706328857865, 1.468103326718968
1.996292877882545, 1.733608638895348
0.6233267964426623, 1.477960106326376
3.412743348140213, 0.4690810031709003
0.2895530064485132, 1.515919578190724
3.537405919030412, 1.719511967852693
0.4656536949455864, 0.2309860109106674
3.770646724024695, 1.285714286524324
3.544154623561664, 0.2287390568519592
0.2040653601944369, 0.7114247544482697
0.6094070773459366, 0.4668532134745296
0.2208502358758314, 1.249189436230772
0.9190655587444083, 0.469677854577074
1.22525907073538, 0.4697031013415936
1.531764717126415, 0.4690561433067671
3.077125104089002, 0.4616777961790629
2.76875020253379, 0.4631684952599755
2.451546889933621, 0.4713569489657319
1.835475342007666, 0.4717665897574221
2.143538046460512, 0.4704310140427754
0.2285691199054484, 1.776671970486739
3.814946303401132, 0.7149017013894925
3.791856156713921, 1.796194733299515
3.788445201877535, 0.2050049134301341
0.2115547972684296, 0.2050049124258565
3.588820551579079, 1.447739540672128
